Nghĩa vụ pháp luật,,,,,,,,,,
Tên văn bản,Số văn bản,Số điều khoản,Ngày hiệu lực,Nghĩa vụ pháp luật,Hành động Techcombank cần thực hiện,Có bắt buộc hay không,Chủ thể tương tác,Chủ thể hoạt động,Nhóm nghĩa vụ,Lý do nhóm nghĩa vụ
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,132.2,01/01/2021,"Điều 132.2. Xử lý vi phạm
2. Việc xử phạt vi phạm hành chính thực hiện theo quy định của Luật này và pháp luật về xử lý vi phạm hành chính.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,132.3,01/01/2021,"Điều 132.3. Xử lý vi phạm
3. Mức phạt tiền tối đa trong xử phạt vi phạm hành chính đối với hành vi vi phạm quy định tại khoản 2 và khoản 3 Điều 12 của Luật này là 10 lần khoản thu trái pháp luật có được từ hành vi vi phạm. Trường hợp không có khoản thu trái pháp luật hoặc mức phạt tính theo khoản thu trái pháp luật thấp hơn mức phạt tiền tối đa quy định tại khoản 4 Điều này thì áp dụng mức phạt tiền tối đa quy định tại khoản 4 Điều này. Bộ trưởng Bộ Tài chính quy định phương pháp tính khoản thu trái pháp luật có được từ việc thực hiện hành vi vi phạm pháp luật về chứng khoán và thị trường chứng khoán.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,132.4,01/01/2021,"Điều 132.4. Xử lý vi phạm
4. Mức phạt tiền tối đa trong xử phạt vi phạm hành chính đối với các hành vi vi phạm khác trong lĩnh vực chứng khoán là 03 tỷ đồng.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,132.5,01/01/2021,"Điều 132.5. Xử lý vi phạm
5. Mức phạt tiền tối đa quy định tại khoản 3 và khoản 4 Điều này được áp dụng đối với tổ chức; cá nhân thực hiện cùng hành vi vi phạm thì mức phạt tiền tối đa bằng một phần hai mức phạt tiền tối đa đối với tổ chức.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,132.6,01/01/2021,"Điều 132.6. Xử lý vi phạm
6. Chủ tịch Ủy ban Chứng khoán Nhà nước, Chánh Thanh tra, Trưởng đoàn thanh tra chuyên ngành chứng khoán có thẩm quyền xử phạt vi phạm hành chính trong lĩnh vực chứng khoán.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,132.7,01/01/2021,"Điều 132.7. Xử lý vi phạm
7. Chính phủ quy định thẩm quyền, mức phạt và hình thức xử phạt đối với từng hành vi vi phạm hành chính trong lĩnh vực chứng khoán.",,,,,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,133.1,01/01/2021,"Điều 133.1. Giải quyết tranh chấp và bồi thường thiệt hại
1. Trường hợp quyền, lợi ích hợp pháp của tổ chức, cá nhân trong hoạt động về chứng khoán và thị trường chứng khoán bị xâm phạm hoặc có tranh chấp phát sinh trong hoạt động chứng khoán và thị trường chứng khoán tại Việt Nam thì việc bảo vệ quyền, lợi ích hợp pháp hoặc giải quyết tranh chấp được thực hiện thông qua thương lượng, hòa giải hoặc yêu cầu Trọng tài hoặc Toà án Việt Nam giải quyết theo quy định của pháp luật.",,,,TCB,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,133.2,01/01/2021,"Điều 133.2. Giải quyết tranh chấp và bồi thường thiệt hại
2. Chủ thể xâm phạm quyền, lợi ích hợp pháp của tổ chức, cá nhân trong hoạt động về chứng khoán và thị trường chứng khoán mà gây thiệt hại thì phải bồi thường, thực hiện các trách nhiệm dân sự khác theo thỏa thuận, theo quy định của Bộ luật Dân sự và quy định khác của pháp luật có liên quan.","TCB phải: bồi thường và thực hiện các trách nhiệm dân sự khác theo thỏa thuận, theo quy định của Bộ luật Dân sự và quy định khác của pháp luật có liên quan khi xâm phạm quyền, lợi ích hợp pháp của tổ chức, cá nhân trong hoạt động về chứng khoán và thị trường chứng khoán gây thiệt hại.",x,Quản trị nội bộ,Cá nhân/Bộ phận,,"Chủ đề: bồi thường thiệt hại | Trigger: hành vi xâm phạm quyền, lợi ích hợp pháp | → Bước 8 vì không thuộc bất kỳ nhóm nghĩa vụ cụ thể nào trong 7 nhóm đã định"
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,133.3,01/01/2021,"Điều 133.3. Giải quyết tranh chấp và bồi thường thiệt hại
3. Thẩm quyền, thủ tục để bảo vệ quyền, lợi ích hợp pháp của tổ chức, cá nhân hoặc giải quyết tranh chấp phát sinh trong hoạt động chứng khoán và thị trường chứng khoán được thực hiện theo quy định của pháp luật.",,,,TCB,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,134.1,01/01/2021,"Điều 134.1. Hiệu lực thi hành
1. Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2021.",,,,TCB,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,134.2,01/01/2021,"Điều 134.2. Hiệu lực thi hành
2. Luật Chứng khoán số 70/2006/QH11 và Luật số 62/2010/QH12 sửa đổi, bổ sung một số điều của Luật Chứng khoán hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành.",,,,TCB,,
"Luật chứng khoán luật chứng khoán số 54/2019/qh14 ngày 26 tháng 11 năm 2019 của quốc hội, có hiệu lực kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: luật số 56/2024/qh15 ngày 29 tháng 11 năm 2024 của quốc hội sửa đổi, bổ sung một số điều của luật chứng khoán, luật kế toán, luật kiểm toán độc lập, luật ngân sách nhà nước, luật quản lý, sử dụng tài sản công, luật quản lý thuế, luật thuế thu nhập cá nhân, luật dự trữ quốc gia, luật xử lý vi phạm hành chính, có hiệu lực kể từ ngày 01 tháng 01 năm 2025.",24/VBHN-VPQH,135.1,01/01/2021,"Điều 135.1. Quy định chuyển tiếp
1. Trong thời hạn 02 năm kể từ ngày Luật này có hiệu lực thi hành, công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán và công ty quản lý quỹ nước ngoài tại Việt Nam đã được cấp giấy phép trước ngày Luật này có hiệu lực thi hành phải bảo đảm đáp ứng các điều kiện cấp phép theo quy định sau đây:a) Công ty chứng khoán phải bảo đảm đáp ứng các điều kiện cấp phép theo quy định tại khoản 1, điểm c và điểm d khoản 2, khoản 4, khoản 5 Điều 74 của Luật này;b) Công ty quản lý quỹ đầu tư chứng khoán phải bảo đảm đáp ứng các điều kiện cấp phép theo quy định tại khoản 1, điểm b và điểm c khoản 2, khoản 4, khoản 5 Điều 75 của Luật này;c) Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam phải bảo đảm đáp ứng các điều kiện cấp phép theo quy định tại điểm b và điểm c khoản 1 Điều 76 của Luật này;d) Chi nhánh công ty quản lý quỹ nước ngoài tại Việt Nam phải bảo đảm đáp ứng các điều kiện cấp phép theo quy định tại các điểm c, d và đ khoản 2 Điều 76 của Luật này.",,,,,,
